replicate,step,q_before,trust_before,cooldown_before,risk_probability,acceptance_probability,A,Y,Z,used_surrogate,detected_failure,N,V,D,log_M,capped_bound
1,547,0.8,0.27200000000000013,0,0.8,0.27200000000000013,1,0,0,1,0,196,154,7,3.0471370717631654,152.99782615207397
2,547,0.6820000000000002,0.13000000000000003,0,0.6820000000000002,0.13000000000000003,1,0,0,1,0,136,93,10,-2.161195427557253,136.0
3,547,0.7320000000000004,0.1920000000000001,0,0.7320000000000004,0.1920000000000001,0,0,0,0,0,148,105,9,-0.8525287143467013,148.0
0,548,0.43200000000000055,0.1940000000000001,0,0.43200000000000055,0.1940000000000001,0,1,0,0,0,122,83,11,-3.3672755519927042,122.0
1,548,0.8,0.27400000000000013,0,0.8,0.27400000000000013,0,1,0,0,0,196,154,7,3.0471370717631654,152.99782615207397
2,548,0.6920000000000002,0.13200000000000003,0,0.6920000000000002,0.13200000000000003,0,0,0,0,0,136,93,10,-2.161195427557253,136.0
3,548,0.7360000000000004,0.1940000000000001,0,0.7360000000000004,0.1940000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,549,0.43600000000000055,0.1960000000000001,0,0.43600000000000055,0.1960000000000001,1,1,0,1,0,123,84,11,-3.315982257605153,123.0
1,549,0.8,0.27600000000000013,0,0.8,0.27600000000000013,0,1,0,0,0,196,154,7,3.0471370717631654,152.99782615207397
2,549,0.6960000000000002,0.13400000000000004,0,0.6960000000000002,0.13400000000000004,0,1,0,0,0,136,93,10,-2.161195427557253,136.0
3,549,0.7400000000000004,0.1960000000000001,0,0.7400000000000004,0.1960000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,550,0.44600000000000056,0.1980000000000001,0,0.44600000000000056,0.1980000000000001,1,0,1,1,0,124,84,11,-3.315982257605153,124.0
1,550,0.8,0.27800000000000014,0,0.8,0.27800000000000014,1,1,0,1,0,197,155,7,3.0984303661507164,152.99782615207397
2,550,0.7000000000000002,0.13600000000000004,0,0.7000000000000002,0.13600000000000004,0,0,0,0,0,136,93,10,-2.161195427557253,136.0
3,550,0.7440000000000004,0.1980000000000001,0,0.7440000000000004,0.1980000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,551,0.4660000000000006,0.2250000000000001,0,0.4660000000000006,0.2250000000000001,0,0,0,0,0,124,84,11,-3.315982257605153,124.0
1,551,0.8,0.28000000000000014,0,0.8,0.28000000000000014,1,1,0,1,0,198,156,7,3.1497236605382666,152.99782615207397
2,551,0.7040000000000002,0.13800000000000004,0,0.7040000000000002,0.13800000000000004,0,1,0,0,0,136,93,10,-2.161195427557253,136.0
3,551,0.7480000000000004,0.2000000000000001,0,0.7480000000000004,0.2000000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,552,0.4700000000000006,0.2270000000000001,0,0.4700000000000006,0.2270000000000001,1,1,0,1,0,125,85,11,-3.264688963217603,125.0
1,552,0.8,0.28200000000000014,0,0.8,0.28200000000000014,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,552,0.7080000000000002,0.14000000000000004,0,0.7080000000000002,0.14000000000000004,0,0,0,0,0,136,93,10,-2.161195427557253,136.0
3,552,0.7520000000000004,0.2020000000000001,0,0.7520000000000004,0.2020000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,553,0.4800000000000006,0.2290000000000001,0,0.4800000000000006,0.2290000000000001,0,1,0,0,0,125,85,11,-3.264688963217603,125.0
1,553,0.8,0.28400000000000014,0,0.8,0.28400000000000014,0,0,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,553,0.7120000000000002,0.14200000000000004,0,0.7120000000000002,0.14200000000000004,0,1,1,0,0,136,93,10,-2.161195427557253,136.0
3,553,0.7560000000000004,0.2040000000000001,0,0.7560000000000004,0.2040000000000001,0,0,1,0,0,148,105,9,-0.8525287143467013,148.0
0,554,0.4840000000000006,0.2310000000000001,0,0.4840000000000006,0.2310000000000001,1,0,0,1,0,126,85,11,-3.264688963217603,126.0
1,554,0.8,0.28600000000000014,0,0.8,0.28600000000000014,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,554,0.7160000000000002,0.14400000000000004,0,0.7160000000000002,0.14400000000000004,0,0,0,0,0,136,93,10,-2.161195427557253,136.0
3,554,0.7600000000000005,0.2060000000000001,0,0.7600000000000005,0.2060000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,555,0.4940000000000006,0.2330000000000001,0,0.4940000000000006,0.2330000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,555,0.8,0.28800000000000014,0,0.8,0.28800000000000014,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,555,0.7200000000000002,0.14600000000000005,0,0.7200000000000002,0.14600000000000005,0,0,0,0,0,136,93,10,-2.161195427557253,136.0
3,555,0.7640000000000005,0.2080000000000001,0,0.7640000000000005,0.2080000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,556,0.4980000000000006,0.2350000000000001,0,0.4980000000000006,0.2350000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,556,0.8,0.29000000000000015,0,0.8,0.29000000000000015,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,556,0.7240000000000002,0.14800000000000005,0,0.7240000000000002,0.14800000000000005,1,0,0,1,0,137,93,10,-2.161195427557253,137.0
3,556,0.7680000000000005,0.2100000000000001,0,0.7680000000000005,0.2100000000000001,0,1,0,0,0,148,105,9,-0.8525287143467013,148.0
0,557,0.5020000000000006,0.2370000000000001,0,0.5020000000000006,0.2370000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,557,0.8,0.29200000000000015,0,0.8,0.29200000000000015,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,557,0.7340000000000002,0.15000000000000005,0,0.7340000000000002,0.15000000000000005,1,1,0,1,0,138,94,10,-2.1099021331697028,138.0
3,557,0.7720000000000005,0.2120000000000001,0,0.7720000000000005,0.2120000000000001,0,0,0,0,0,148,105,9,-0.8525287143467013,148.0
0,558,0.5060000000000006,0.2390000000000001,0,0.5060000000000006,0.2390000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,558,0.8,0.29400000000000015,0,0.8,0.29400000000000015,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,558,0.7440000000000002,0.15200000000000005,0,0.7440000000000002,0.15200000000000005,1,1,0,1,0,139,95,10,-2.0586088387821517,139.0
3,558,0.7760000000000005,0.2140000000000001,0,0.7760000000000005,0.2140000000000001,1,1,0,1,0,149,106,9,-0.8012354199591512,149.0
0,559,0.5100000000000006,0.2410000000000001,0,0.5100000000000006,0.2410000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,559,0.8,0.29600000000000015,0,0.8,0.29600000000000015,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,559,0.7540000000000002,0.15400000000000005,0,0.7540000000000002,0.15400000000000005,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,559,0.7860000000000005,0.2160000000000001,0,0.7860000000000005,0.2160000000000001,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,560,0.5140000000000006,0.2430000000000001,0,0.5140000000000006,0.2430000000000001,0,1,0,0,0,126,85,11,-3.264688963217603,126.0
1,560,0.8,0.29800000000000015,0,0.8,0.29800000000000015,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,560,0.7580000000000002,0.15600000000000006,0,0.7580000000000002,0.15600000000000006,0,0,0,0,0,139,95,10,-2.0586088387821517,139.0
3,560,0.7900000000000005,0.2180000000000001,0,0.7900000000000005,0.2180000000000001,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,561,0.5180000000000006,0.2450000000000001,0,0.5180000000000006,0.2450000000000001,1,1,0,1,0,127,86,11,-3.213395668830052,127.0
1,561,0.8,0.30000000000000016,0,0.8,0.30000000000000016,0,1,0,0,0,198,156,7,3.1497236605382666,152.99782615207397
2,561,0.7620000000000002,0.15800000000000006,0,0.7620000000000002,0.15800000000000006,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,561,0.7940000000000005,0.2200000000000001,0,0.7940000000000005,0.2200000000000001,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,562,0.5280000000000006,0.2470000000000001,0,0.5280000000000006,0.2470000000000001,1,0,0,1,0,128,86,11,-3.213395668830052,128.0
1,562,0.8,0.30200000000000016,0,0.8,0.30200000000000016,1,1,0,1,0,199,157,7,3.2010169549258167,152.99782615207397
2,562,0.7660000000000002,0.16000000000000006,0,0.7660000000000002,0.16000000000000006,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,562,0.7980000000000005,0.22200000000000011,0,0.7980000000000005,0.22200000000000011,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,563,0.5380000000000006,0.2490000000000001,0,0.5380000000000006,0.2490000000000001,1,0,1,1,0,129,86,11,-3.213395668830052,129.0
1,563,0.8,0.30400000000000016,0,0.8,0.30400000000000016,0,1,0,0,0,199,157,7,3.2010169549258167,152.99782615207397
2,563,0.7700000000000002,0.16200000000000006,0,0.7700000000000002,0.16200000000000006,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,563,0.8,0.22400000000000012,0,0.8,0.22400000000000012,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,564,0.5580000000000006,0.27600000000000013,0,0.5580000000000006,0.27600000000000013,1,0,0,1,0,130,86,11,-3.213395668830052,130.0
1,564,0.8,0.30600000000000016,0,0.8,0.30600000000000016,0,0,0,0,0,199,157,7,3.2010169549258167,152.99782615207397
2,564,0.7740000000000002,0.16400000000000006,0,0.7740000000000002,0.16400000000000006,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,564,0.8,0.22600000000000012,0,0.8,0.22600000000000012,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,565,0.5680000000000006,0.27800000000000014,0,0.5680000000000006,0.27800000000000014,0,1,0,0,0,130,86,11,-3.213395668830052,130.0
1,565,0.8,0.30800000000000016,0,0.8,0.30800000000000016,0,1,0,0,0,199,157,7,3.2010169549258167,152.99782615207397
2,565,0.7780000000000002,0.16600000000000006,0,0.7780000000000002,0.16600000000000006,0,0,1,0,0,139,95,10,-2.0586088387821517,139.0
3,565,0.8,0.22800000000000012,0,0.8,0.22800000000000012,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,566,0.5720000000000006,0.28000000000000014,0,0.5720000000000006,0.28000000000000014,1,1,0,1,0,131,87,11,-3.162102374442502,131.0
1,566,0.8,0.31000000000000016,0,0.8,0.31000000000000016,0,0,0,0,0,199,157,7,3.2010169549258167,152.99782615207397
2,566,0.7820000000000003,0.16800000000000007,0,0.7820000000000003,0.16800000000000007,0,0,0,0,0,139,95,10,-2.0586088387821517,139.0
3,566,0.8,0.23000000000000012,0,0.8,0.23000000000000012,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,567,0.5820000000000006,0.28200000000000014,0,0.5820000000000006,0.28200000000000014,0,1,0,0,0,131,87,11,-3.162102374442502,131.0
1,567,0.8,0.31200000000000017,0,0.8,0.31200000000000017,0,0,0,0,0,199,157,7,3.2010169549258167,152.99782615207397
2,567,0.7860000000000003,0.17000000000000007,0,0.7860000000000003,0.17000000000000007,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,567,0.8,0.23200000000000012,0,0.8,0.23200000000000012,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,568,0.5860000000000006,0.28400000000000014,0,0.5860000000000006,0.28400000000000014,0,1,0,0,0,131,87,11,-3.162102374442502,131.0
1,568,0.8,0.31400000000000017,0,0.8,0.31400000000000017,1,0,0,1,0,200,157,7,3.2010169549258167,152.99782615207397
2,568,0.7900000000000003,0.17200000000000007,0,0.7900000000000003,0.17200000000000007,0,1,0,0,0,139,95,10,-2.0586088387821517,139.0
3,568,0.8,0.23400000000000012,0,0.8,0.23400000000000012,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,569,0.5900000000000006,0.28600000000000014,0,0.5900000000000006,0.28600000000000014,0,0,0,0,0,131,87,11,-3.162102374442502,131.0
1,569,0.8,0.31600000000000017,0,0.8,0.31600000000000017,0,0,0,0,0,200,157,7,3.2010169549258167,152.99782615207397
2,569,0.7940000000000003,0.17400000000000007,0,0.7940000000000003,0.17400000000000007,1,1,0,1,0,140,96,10,-2.0073155443946016,140.0
3,569,0.8,0.23600000000000013,0,0.8,0.23600000000000013,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,570,0.5940000000000006,0.28800000000000014,0,0.5940000000000006,0.28800000000000014,0,0,0,0,0,131,87,11,-3.162102374442502,131.0
1,570,0.8,0.31800000000000017,0,0.8,0.31800000000000017,0,1,0,0,0,200,157,7,3.2010169549258167,152.99782615207397
2,570,0.8,0.17600000000000007,0,0.8,0.17600000000000007,0,1,1,0,0,140,96,10,-2.0073155443946016,140.0
3,570,0.8,0.23800000000000013,0,0.8,0.23800000000000013,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,571,0.5980000000000006,0.29000000000000015,0,0.5980000000000006,0.29000000000000015,0,0,0,0,0,131,87,11,-3.162102374442502,131.0
1,571,0.8,0.3200000000000002,0,0.8,0.3200000000000002,0,1,1,0,0,200,157,7,3.2010169549258167,152.99782615207397
2,571,0.8,0.17800000000000007,0,0.8,0.17800000000000007,0,1,0,0,0,140,96,10,-2.0073155443946016,140.0
3,571,0.8,0.24000000000000013,0,0.8,0.24000000000000013,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,572,0.6020000000000006,0.29200000000000015,0,0.6020000000000006,0.29200000000000015,1,1,0,1,0,132,88,11,-3.1108090800549517,132.0
1,572,0.8,0.3220000000000002,0,0.8,0.3220000000000002,1,1,0,1,0,201,158,7,3.2523102493133687,152.99782615207397
2,572,0.8,0.18000000000000008,0,0.8,0.18000000000000008,0,0,0,0,0,140,96,10,-2.0073155443946016,140.0
3,572,0.8,0.24200000000000013,0,0.8,0.24200000000000013,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,573,0.6120000000000007,0.29400000000000015,0,0.6120000000000007,0.29400000000000015,0,1,0,0,0,132,88,11,-3.1108090800549517,132.0
1,573,0.8,0.3240000000000002,0,0.8,0.3240000000000002,1,1,0,1,0,202,159,7,3.303603543700919,152.99782615207397
2,573,0.8,0.18200000000000008,0,0.8,0.18200000000000008,0,1,0,0,0,140,96,10,-2.0073155443946016,140.0
3,573,0.8,0.24400000000000013,0,0.8,0.24400000000000013,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,574,0.6160000000000007,0.29600000000000015,0,0.6160000000000007,0.29600000000000015,0,0,0,0,0,132,88,11,-3.1108090800549517,132.0
1,574,0.8,0.3260000000000002,0,0.8,0.3260000000000002,0,1,0,0,0,202,159,7,3.303603543700919,152.99782615207397
2,574,0.8,0.18400000000000008,0,0.8,0.18400000000000008,0,0,0,0,0,140,96,10,-2.0073155443946016,140.0
3,574,0.8,0.24600000000000014,0,0.8,0.24600000000000014,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,575,0.6200000000000007,0.29800000000000015,0,0.6200000000000007,0.29800000000000015,0,1,0,0,0,132,88,11,-3.1108090800549517,132.0
1,575,0.8,0.3280000000000002,0,0.8,0.3280000000000002,1,1,0,1,0,203,160,7,3.354896838088469,152.99782615207397
2,575,0.8,0.18600000000000008,0,0.8,0.18600000000000008,1,1,0,1,0,141,97,10,-1.9560222500070514,141.0
3,575,0.8,0.24800000000000014,0,0.8,0.24800000000000014,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,576,0.6240000000000007,0.30000000000000016,0,0.6240000000000007,0.30000000000000016,1,0,0,1,0,133,88,11,-3.1108090800549517,133.0
1,576,0.8,0.3300000000000002,0,0.8,0.3300000000000002,1,1,0,1,0,204,161,7,3.406190132476019,152.99782615207397
2,576,0.8,0.18800000000000008,0,0.8,0.18800000000000008,0,1,0,0,0,141,97,10,-1.9560222500070514,141.0
3,576,0.8,0.2500000000000001,0,0.8,0.2500000000000001,0,1,0,0,0,149,106,9,-0.8012354199591512,149.0
0,577,0.6340000000000007,0.30200000000000016,0,0.7840000000000007,0.30200000000000016,0,1,0,0,0,133,88,11,-3.1108090800549517,133.0
1,577,0.8,0.3320000000000002,0,0.95,0.3320000000000002,1,1,0,1,0,205,162,7,3.4574834268635692,152.99782615207397
2,577,0.8,0.19000000000000009,0,0.95,0.19000000000000009,0,1,0,0,0,141,97,10,-1.9560222500070514,141.0
3,577,0.8,0.2520000000000001,0,0.95,0.2520000000000001,0,0,0,0,0,149,106,9,-0.8012354199591512,149.0
0,578,0.6380000000000007,0.30400000000000016,0,0.7880000000000007,0.30400000000000016,0,1,0,0,0,133,88,11,-3.1108090800549517,133.0
1,578,0.8,0.3340000000000002,0,0.95,0.3340000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,578,0.8,0.1920000000000001,0,0.95,0.1920000000000001,0,1,0,0,0,141,97,10,-1.9560222500070514,141.0
3,578,0.8,0.2540000000000001,0,0.95,0.2540000000000001,1,1,0,1,0,150,107,9,-0.7499421255716001,150.0
0,579,0.6420000000000007,0.30600000000000016,0,0.7920000000000007,0.30600000000000016,0,1,0,0,0,133,88,11,-3.1108090800549517,133.0
1,579,0.8,0.3360000000000002,0,0.95,0.3360000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,579,0.8,0.1940000000000001,0,0.95,0.1940000000000001,1,1,0,1,0,142,98,10,-1.9047289556195004,142.0
3,579,0.8,0.2560000000000001,0,0.95,0.2560000000000001,1,1,0,1,0,151,108,9,-0.69864883118405,151.0
0,580,0.6460000000000007,0.30800000000000016,0,0.7960000000000007,0.30800000000000016,1,0,0,1,0,134,88,11,-3.1108090800549517,134.0
1,580,0.8,0.3380000000000002,0,0.95,0.3380000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,580,0.8,0.1960000000000001,0,0.95,0.1960000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,580,0.8,0.2580000000000001,0,0.95,0.2580000000000001,0,1,0,0,0,151,108,9,-0.69864883118405,151.0
0,581,0.6560000000000007,0.31000000000000016,0,0.8060000000000007,0.31000000000000016,1,1,0,1,0,135,89,11,-3.0595157856674007,135.0
1,581,0.8,0.3400000000000002,0,0.95,0.3400000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,581,0.8,0.1980000000000001,0,0.95,0.1980000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,581,0.8,0.2600000000000001,0,0.95,0.2600000000000001,0,1,0,0,0,151,108,9,-0.69864883118405,151.0
0,582,0.6660000000000007,0.31200000000000017,0,0.8160000000000007,0.31200000000000017,1,1,0,1,0,136,90,11,-3.0082224912798505,136.0
1,582,0.8,0.3420000000000002,0,0.95,0.3420000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,582,0.8,0.2000000000000001,0,0.95,0.2000000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,582,0.8,0.2620000000000001,0,0.95,0.2620000000000001,0,1,0,0,0,151,108,9,-0.69864883118405,151.0
0,583,0.6760000000000007,0.31400000000000017,0,0.8260000000000007,0.31400000000000017,0,1,0,0,0,136,90,11,-3.0082224912798505,136.0
1,583,0.8,0.3440000000000002,0,0.95,0.3440000000000002,0,1,0,0,0,205,162,7,3.4574834268635692,152.99782615207397
2,583,0.8,0.2020000000000001,0,0.95,0.2020000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,583,0.8,0.2640000000000001,0,0.95,0.2640000000000001,0,1,0,0,0,151,108,9,-0.69864883118405,151.0
0,584,0.6800000000000007,0.31600000000000017,0,0.8300000000000007,0.31600000000000017,0,1,0,0,0,136,90,11,-3.0082224912798505,136.0
1,584,0.8,0.3460000000000002,0,0.95,0.3460000000000002,1,1,0,1,0,206,163,7,3.508776721251121,152.99782615207397
2,584,0.8,0.2040000000000001,0,0.95,0.2040000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,584,0.8,0.2660000000000001,0,0.95,0.2660000000000001,0,1,0,0,0,151,108,9,-0.69864883118405,151.0
0,585,0.6840000000000007,0.31800000000000017,0,0.8340000000000007,0.31800000000000017,0,1,0,0,0,136,90,11,-3.0082224912798505,136.0
1,585,0.8,0.3480000000000002,0,0.95,0.3480000000000002,0,1,0,0,0,206,163,7,3.508776721251121,152.99782615207397
2,585,0.8,0.2060000000000001,0,0.95,0.2060000000000001,0,1,0,0,0,142,98,10,-1.9047289556195004,142.0
3,585,0.8,0.2680000000000001,0,0.95,0.2680000000000001,1,1,0,1,0,152,109,9,-0.6473555367964989,152.0
0,586,0.6880000000000007,0.3200000000000002,0,0.8380000000000007,0.3200000000000002,1,0,0,1,0,137,90,11,-3.0082224912798505,137.0
1,586,0.8,0.3500000000000002,0,0.95,0.3500000000000002,0,1,0,0,0,206,163,7,3.508776721251121,152.99782615207397
2,586,0.8,0.2080000000000001,0,0.95,0.2080000000000001,1,1,0,1,0,143,99,10,-1.8534356612319502,143.0
3,586,0.8,0.27000000000000013,0,0.95,0.27000000000000013,0,1,0,0,0,152,109,9,-0.6473555367964989,152.0
0,587,0.6980000000000007,0.3220000000000002,0,0.8480000000000008,0.3220000000000002,0,0,0,0,0,137,90,11,-3.0082224912798505,137.0
1,587,0.8,0.3520000000000002,0,0.95,0.3520000000000002,0,1,0,0,0,206,163,7,3.508776721251121,152.99782615207397
2,587,0.8,0.2100000000000001,0,0.95,0.2100000000000001,1,1,0,1,0,144,100,10,-1.8021423668443992,144.0
3,587,0.8,0.27200000000000013,0,0.95,0.27200000000000013,0,1,0,0,0,152,109,9,-0.6473555367964989,152.0
0,588,0.7020000000000007,0.3240000000000002,0,0.8520000000000008,0.3240000000000002,0,1,1,0,0,137,90,11,-3.0082224912798505,137.0
1,588,0.8,0.3540000000000002,0,0.95,0.3540000000000002,0,1,0,0,0,206,163,7,3.508776721251121,152.99782615207397
2,588,0.8,0.2120000000000001,0,0.95,0.2120000000000001,0,1,0,0,0,144,100,10,-1.8021423668443992,144.0
3,588,0.8,0.27400000000000013,0,0.95,0.27400000000000013,1,1,0,1,0,153,110,9,-0.5960622424089488,153.0
0,589,0.7060000000000007,0.3260000000000002,0,0.8560000000000008,0.3260000000000002,0,1,0,0,0,137,90,11,-3.0082224912798505,137.0
1,589,0.8,0.3560000000000002,0,0.95,0.3560000000000002,1,1,0,1,0,207,164,7,3.5600700156386713,152.99782615207397
2,589,0.8,0.2140000000000001,0,0.95,0.2140000000000001,0,1,0,0,0,144,100,10,-1.8021423668443992,144.0
3,589,0.8,0.27600000000000013,0,0.95,0.27600000000000013,0,1,0,0,0,153,110,9,-0.5960622424089488,153.0
0,590,0.7100000000000007,0.3280000000000002,0,0.8600000000000008,0.3280000000000002,0,1,0,0,0,137,90,11,-3.0082224912798505,137.0
1,590,0.8,0.3580000000000002,0,0.95,0.3580000000000002,0,1,0,0,0,207,164,7,3.5600700156386713,152.99782615207397
2,590,0.8,0.2160000000000001,0,0.95,0.2160000000000001,0,1,0,0,0,144,100,10,-1.8021423668443992,144.0
3,590,0.8,0.27800000000000014,0,0.95,0.27800000000000014,0,1,0,0,0,153,110,9,-0.5960622424089488,153.0
0,591,0.7140000000000007,0.3300000000000002,0,0.8640000000000008,0.3300000000000002,0,1,0,0,0,137,90,11,-3.0082224912798505,137.0
1,591,0.8,0.3600000000000002,0,0.95,0.3600000000000002,1,1,0,1,0,208,165,7,3.6113633100262215,152.99782615207397
2,591,0.8,0.2180000000000001,0,0.95,0.2180000000000001,0,1,0,0,0,144,100,10,-1.8021423668443992,144.0
3,591,0.8,0.28000000000000014,0,0.95,0.28000000000000014,0,1,0,0,0,153,110,9,-0.5960622424089488,153.0
0,592,0.7180000000000007,0.3320000000000002,0,0.8680000000000008,0.3320000000000002,1,1,0,1,0,138,91,11,-2.9569291968922995,138.0
1,592,0.8,0.3620000000000002,0,0.95,0.3620000000000002,1,1,0,1,0,209,166,7,3.6626566044137716,152.99782615207397
2,592,0.8,0.2200000000000001,0,0.95,0.2200000000000001,1,1,0,1,0,145,101,10,-1.750849072456849,145.0
3,592,0.8,0.28200000000000014,0,0.95,0.28200000000000014,1,1,0,1,0,154,111,9,-0.5447689480213977,154.0
0,593,0.7280000000000008,0.3340000000000002,0,0.8780000000000008,0.3340000000000002,0,1,0,0,0,138,91,11,-2.9569291968922995,138.0
1,593,0.8,0.3640000000000002,0,0.95,0.3640000000000002,0,1,1,0,0,209,166,7,3.6626566044137716,152.99782615207397
2,593,0.8,0.22200000000000011,0,0.95,0.22200000000000011,0,1,0,0,0,145,101,10,-1.750849072456849,145.0
3,593,0.8,0.28400000000000014,0,0.95,0.28400000000000014,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,594,0.7320000000000008,0.3360000000000002,0,0.8820000000000008,0.3360000000000002,0,1,0,0,0,138,91,11,-2.9569291968922995,138.0
1,594,0.8,0.3660000000000002,0,0.95,0.3660000000000002,0,1,0,0,0,209,166,7,3.6626566044137716,152.99782615207397
2,594,0.8,0.22400000000000012,0,0.95,0.22400000000000012,1,1,0,1,0,146,102,10,-1.699555778069298,146.0
3,594,0.8,0.28600000000000014,0,0.95,0.28600000000000014,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,595,0.7360000000000008,0.3380000000000002,0,0.8860000000000008,0.3380000000000002,1,1,0,1,0,139,92,11,-2.9056359025047493,139.0
1,595,0.8,0.3680000000000002,0,0.95,0.3680000000000002,0,1,0,0,0,209,166,7,3.6626566044137716,152.99782615207397
2,595,0.8,0.22600000000000012,0,0.95,0.22600000000000012,0,1,0,0,0,146,102,10,-1.699555778069298,146.0
3,595,0.8,0.28800000000000014,0,0.95,0.28800000000000014,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,596,0.7460000000000008,0.3400000000000002,0,0.8960000000000008,0.3400000000000002,0,1,0,0,0,139,92,11,-2.9056359025047493,139.0
1,596,0.8,0.3700000000000002,0,0.95,0.3700000000000002,1,1,0,1,0,210,167,7,3.7139498988013235,152.99782615207397
2,596,0.8,0.22800000000000012,0,0.95,0.22800000000000012,0,1,0,0,0,146,102,10,-1.699555778069298,146.0
3,596,0.8,0.29000000000000015,0,0.95,0.29000000000000015,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,597,0.7500000000000008,0.3420000000000002,0,0.9000000000000008,0.3420000000000002,1,1,0,1,0,140,93,11,-2.8543426081171983,140.0
1,597,0.8,0.3720000000000002,0,0.95,0.3720000000000002,1,0,0,1,0,211,167,7,3.7139498988013235,152.99782615207397
2,597,0.8,0.23000000000000012,0,0.95,0.23000000000000012,0,1,0,0,0,146,102,10,-1.699555778069298,146.0
3,597,0.8,0.29200000000000015,0,0.95,0.29200000000000015,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,598,0.7600000000000008,0.3440000000000002,0,0.9100000000000008,0.3440000000000002,0,1,0,0,0,140,93,11,-2.8543426081171983,140.0
1,598,0.8,0.3740000000000002,0,0.95,0.3740000000000002,0,0,0,0,0,211,167,7,3.7139498988013235,152.99782615207397
2,598,0.8,0.23200000000000012,0,0.95,0.23200000000000012,0,1,0,0,0,146,102,10,-1.699555778069298,146.0
3,598,0.8,0.29400000000000015,0,0.95,0.29400000000000015,0,1,0,0,0,154,111,9,-0.5447689480213977,154.0
0,599,0.7640000000000008,0.3460000000000002,0,0.9140000000000008,0.3460000000000002,1,1,0,1,0,141,94,11,-2.803049313729648,141.0
