anchor_index,elapsed_fs,path_length_A,bound_eV_A
284,1.5,0.08340056298861998,0.07774761689345999
284,2.0,0.10967568094948885,0.09552668304707049
284,2.5,0.13289118536209657,0.11123546080996735
285,0.5,0.028227502549070676,0.11688290441582108
286,0.5,0.0279724621456629,0.13840520188999178
287,0.5,0.0260358397319165,0.1076541063628789
288,0.5,0.023067021842140434,0.0808213961525731
288,1.0,0.04376498523117556,0.13233965007047757
289,0.5,0.020719334708005507,0.09347897303438489
289,1.0,0.04164653662227207,0.15186730163469303
290,0.5,0.0209458443771691,0.1102454620439211
291,0.5,0.023784522435627436,0.1153951238612196
292,0.5,0.02733289845257228,0.0788569061453901
292,1.0,0.057160242501080746,0.1263395985976583
293,0.5,0.030680749117404146,0.12494871548284708
294,0.5,0.029773254146265676,0.14360201408184653
295,0.5,0.027523055796962313,0.11082100991110298
296,0.5,0.02467402204395493,0.10374397846391033
297,0.5,0.022225214751534644,0.09270590208710791
297,1.0,0.043459280731739706,0.1575883055858741
298,0.5,0.021212657863118052,0.10258759055442035
299,0.5,0.02209886867857331,0.09476557144790954
299,1.0,0.046370390024292926,0.1497374094392201
300,0.5,0.024335256179518625,0.0823669446524227
300,1.0,0.05106482747141559,0.11577712131303355
301,0.5,0.028401765327737676,0.07915081187040734
301,1.0,0.05694647520601739,0.12171910539370275
302,0.5,0.02683896818910964,0.06724447660032426
302,1.0,0.05046679909504066,0.1024803029797612
303,0.5,0.020403797424920624,0.1400258645827654
305,0.5,0.021326106924204998,0.1518355880685669
306,0.5,0.024706553333591563,0.12386221478306542
307,0.5,0.027488087768320995,0.1083028939896762
308,0.5,0.028694079344003316,0.09903917914542092
308,1.0,0.0568865066814844,0.17507042858749067
309,0.5,0.02637620229586626,0.12069435901891234
310,0.5,0.02401432530310333,0.11795171527913922
311,0.5,0.022115641130838706,0.0921598865587879
311,1.0,0.04373967258112488,0.13990875310780718
312,0.5,0.03732410168692921,0.12472244031167204
313,0.5,0.035559582513707395,0.1646288540685588
314,0.5,0.03223139662281434,0.16393167258146818
315,0.5,0.028371726879911328,0.15304386430917477
316,0.5,0.025135575636165947,0.13617576303409779
317,0.5,0.023656386870745224,0.12674511084794407
318,0.5,0.02447747380756068,0.0916628679826611
318,1.0,0.05164084291352329,0.1287898806421321
319,0.5,0.027062254542471426,0.07842097768135078
319,1.0,0.057376905700355404,0.09884648309633132
319,1.5,0.09023676160931471,0.12098690494411413
320,0.5,0.03022351236695589,0.09237940437615097
320,1.0,0.06299270384614053,0.12983065170044006
321,0.5,0.03275280697785271,0.1412721787488287
322,0.5,0.03362914582941037,0.13431839842325016
323,0.5,0.03213050745416378,0.1566291551899317
324,0.5,0.0282060871761122,0.11465980568345377
325,0.5,0.0233421585044147,0.07960706721860375
325,1.0,0.044731409548239134,0.13858399509240216
326,0.5,0.021401968513770898,0.09510131816295306
326,1.0,0.04643783593689367,0.16413312036332983
327,0.5,0.025031897963788186,0.10987997442479117
328,0.5,0.031048492681365267,0.09218683435696762
328,1.0,0.06675787121685953,0.16073504960223955
329,0.5,0.03577799083496162,0.10658001958913649
330,0.5,0.037804661281680065,0.13298943274743869
331,0.5,0.03714972189920666,0.15419492061583945
332,0.5,0.03448898486149659,0.1605001997922321
333,0.5,0.03077204868828618,0.13746454533924768
334,0.5,0.02711785726927671,0.12047916098134506
335,0.5,0.02476552020688019,0.10363150497332481
336,0.5,0.02467860802299786,0.08932426349393044
336,1.0,0.05150735957675591,0.12760672464371517
337,0.5,0.02680767199219692,0.08627457871041308
337,1.0,0.05685652450675404,0.12713094389957968
338,0.5,0.030076171505935202,0.09182099427116046
338,1.0,0.06306416552765429,0.1352680059572707
339,0.5,0.033102478561152684,0.16094746176515262
340,0.5,0.03461520629655936,0.13690058078399647
341,0.5,0.033595043679195316,0.12062054385030724
342,0.5,0.02960946154747397,0.11498929835037933
343,0.5,0.023671338975325116,0.16227833380173184
344,0.5,0.019634086785811976,0.16006250358506305
347,0.5,0.03260668914754693,0.163921204851253
348,0.5,0.03466678342213781,0.13552346679115918
349,0.5,0.03414289385478345,0.107948776504493
350,0.5,0.031885768252476986,0.1948905798899937
351,0.5,0.028966604002299032,0.1726096937552355
352,0.5,0.026519879430376585,0.1582823268620016
353,0.5,0.02557757740538499,0.11803421370215865
354,0.5,0.02663329957697458,0.0941136814277805
354,1.0,0.05592139675258885,0.16180583306754082
355,0.5,0.02929781264451771,0.07767494179725633
355,1.0,0.06189088505958147,0.1420783104889921
356,0.5,0.03258285349468902,0.07284035535036469
356,1.0,0.06796476852060174,0.14275443063037277
357,0.5,0.03537351026442536,0.0853383236867666
357,1.0,0.07210396228194366,0.14870977946392774
358,0.5,0.036643600688285045,0.11628832243696885
359,0.5,0.035586824428567136,0.1885555446408787
360,0.5,0.03192055556037837,0.14773317144419656
361,0.5,0.02650757655277558,0.11695257388618178
362,0.5,0.03716270955481304,0.11423119270446423
370,0.5,0.03569721072462451,0.2056564511353805
371,0.5,0.03506778819221218,0.19889503977082107
373,0.5,0.02957675692811018,0.197911516423061
374,0.5,0.028585380039177145,0.17171867621208015
375,0.5,0.030641221069447618,0.13318128988656208
376,0.5,0.03445189613426648,0.14673913526904042
377,0.5,0.03795043521011438,0.14380631730500348
378,0.5,0.03979617650653401,0.15081729767862534
379,0.5,0.03941715586290947,0.18894154325671628
380,0.5,0.036708779170269774,0.2384720287620589
381,0.5,0.03196272239687081,0.2173439377426794
382,0.5,0.026143131243485534,0.19414789653209613
383,0.5,0.02142663555978035,0.11947704382558771
384,0.5,0.02075383131134058,0.11841942654971452
385,0.5,0.024200069761984064,0.11411590115375247
386,0.5,0.028741822085619467,0.1237227110477786
387,0.5,0.03209026948788761,0.1347993914430478
388,0.5,0.033277664636527815,0.1380921214769768
389,0.5,0.032083274752093736,0.25847952331134316
390,0.5,0.0288500374119493,0.2427185841393405
391,0.5,0.024778080404946338,0.21795908444475043
392,0.5,0.022366759454651622,0.10458831948707235
393,0.5,0.024069207436037857,0.10242349070652489
394,0.5,0.029006281559312435,0.11339119500247703
395,0.5,0.03440221509424138,0.1345225420067024
396,0.5,0.0383934383749685,0.14860277490705645
397,0.5,0.04018770936951835,0.14002646518011058
398,0.5,0.03959903127473751,0.2410960591332021
399,0.5,0.03683978540537303,0.2579261822905103
400,0.5,0.03265754527503327,0.23410197837231436
401,0.5,0.028667399631545267,0.14560368179617222
402,0.5,0.027105928627507204,0.1173991976903269
403,0.5,0.028841919098111738,0.14081513640689208
406,0.5,0.034952679549192796,0.19185208912910207
407,0.5,0.03257389465921594,0.20978043553955278
412,0.5,0.03716276131112824,0.12440102349755426
413,0.5,0.03655704154764929,0.13062419600168984
414,0.5,0.03527327089796245,0.1253007016408787
